,Species,Owner,Country_of_Origin,Region,Farm_Name,Altitude,Harvest.Year,Grading.Date,Grading_Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,Color,Expiration,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
834,Arabica,juan luis alvarado romero,Guatemala,CenterA,la esmeralda,518,2017,"August 22nd, 2017",2017,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,Green,"August 22nd, 2018",ft,157.8864,157.8864,157.8864
835,Arabica,troy quimby,Costa Rica,CenterA,estate la patricia,1900,2016,"February 13th, 2017",2017,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,Green,"February 13th, 2018",m,1900,1900,1900
836,Arabica,gabriel barbara,Brazil,SouthA,helena,973,2016,"January 20th, 2017",2017,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,Green,"January 20th, 2018",m,973,973,973
837,Arabica,aulia arif syahri,Indonesia,Asia,mudar,1250,2015,"January 19th, 2017",2017,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,Green,"January 19th, 2018",m,1250,1250,1250
838,Arabica,juan luis alvarado romero,Guatemala,CenterA,chapultepec,3280,2015,"August 2nd, 2016",2016,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,Green,"August 2nd, 2017",m,3280,3280,3280
839,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1,2015/2016,"October 8th, 2015",2015,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,Green,"October 7th, 2016",m,1,1,1
840,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1,2015/2016,"October 8th, 2015",2015,Yellow Bourbon,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,Green,"October 7th, 2016",m,1,1,1
841,Arabica,u mg mg,Myanmar,Asia,wat-ka-bu,4001,2015,"July 17th, 2015",2015,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,Green,"July 16th, 2016",m,4001,4001,4001
842,Arabica,viridiana,Mexico,CenterA,rancho bonito,1350-1500,2015,"June 25th, 2015",2015,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,Green,"June 24th, 2016",m,1350,1500,1425
843,Arabica,cadexsa,Honduras,CenterA,cerro bueno,1400 msnm,2015,"May 12th, 2015",2015,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,Green,"May 11th, 2016",m,1400,1400,1400
844,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,CenterA,el patalillo,1200-1400 masl,2015,"May 7th, 2015",2015,Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,Green,"May 6th, 2016",m,1200,1400,1300
845,Arabica,"lin, che-hao krude",Taiwan,Asia,gao chun fang,700m,2014,"April 30th, 2015",2015,Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,Green,"April 29th, 2016",m,700,700,700
846,Arabica,essencecoffee,Indonesia,Asia,dozen small farmer,1300m,2014,"March 21st, 2015",2015,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,None,"March 20th, 2016",m,1300,1300,1300
847,Arabica,afca,Malawi,Africa,kakoma,1556m,2014,"October 31st, 2014",2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,Green,"October 31st, 2015",m,1556,1556,1556
848,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1100,2014/2015,"October 15th, 2014",2014,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,Green,"October 15th, 2015",m,1100,1100,1100
849,Arabica,,Honduras,CenterA,gran manzana y el aguacate,1350,2014,"May 16th, 2014",2014,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,Green,"May 16th, 2015",m,1350,1350,1350
850,Arabica,kurt kappeli,Mexico,CenterA,various,1550 meters,2014,"April 26th, 2014",2014,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,Green,"April 26th, 2015",m,1550,1550,1550
851,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1.600 a 1950 msnm,2013,"July 19th, 2013",2013,Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,Bluish-Green,"July 19th, 2014",m,1600,1950,1775
852,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"March 6th, 2013",2013,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,Bluish-Green,"March 6th, 2014",ft,NA,NA,NA
853,Arabica,jacques pereira carneiro,Brazil,SouthA,sertao farm,1250,2012,"March 2nd, 2013",2013,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,Bluish-Green,"March 2nd, 2014",m,1250,1250,1250
854,Arabica,juan luis alvarado romero,Guatemala,CenterA,el sacramento,4300,2013,"February 26th, 2013",2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,Green,"February 26th, 2014",ft,1310.64,1310.64,1310.64
855,Arabica,christina dusing,Mexico,CenterA,finca muxbal,1500,2012,"August 31st, 2012",2012,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,Green,"August 31st, 2013",m,1500,1500,1500
856,Arabica,jorge francisco martinez hachity,Mexico,CenterA,el deseo,1250,2012,"July 11th, 2012",2012,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,Green,"July 11th, 2013",m,1250,1250,1250
857,Arabica,nucoffee,Brazil,SouthA,cianorte,900-950m,2011,"October 28th, 2011",2011,Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,,"October 27th, 2012",m,900,950,925
858,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1600-1800 msnm,1t/2011,"June 14th, 2011",2011,,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,,"June 13th, 2012",m,1600,1800,1700
859,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,kona pacific farmers cooperative,,,"May 24th, 2010",2010,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,,"May 24th, 2011",ft,NA,NA,NA
860,Arabica,juan luis alvarado romero,Guatemala,CenterA,las merceditas,1700,2017,"June 22nd, 2017",2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,Green,"June 22nd, 2018",m,1700,1700,1700
861,Arabica,"sunvirtue co., ltd.",Vietnam,Asia,apollo estate,1040,2014,"December 21st, 2015",2015,Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,Bluish-Green,"December 20th, 2016",m,1040,1040,1040
862,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",Africa,ngorogoro convenant estate,1500 - 1700,2014,"January 8th, 2015",2015,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,Bluish-Green,"January 8th, 2016",m,1500,1700,1600
863,Arabica,cafe politico,Brazil,SouthA,unknown,,2013,"August 25th, 2014",2014,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,Bluish-Green,"August 25th, 2015",m,NA,NA,NA
864,Arabica,saul m. hernandez ramirez,Mexico,CenterA,los magueyes,774,2012,"September 27th, 2012",2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,None,"September 27th, 2013",m,774,774,774
865,Arabica,sergio landa alarcon,Mexico,CenterA,finca tepictla,1250,2012,"September 10th, 2012",2012,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,Green,"September 10th, 2013",m,1250,1250,1250
866,Arabica,diego manuel woolrich ramirez,Mexico,CenterA,"arroyo triste, arroyo triste, san jose vista hermosa",1100,2012,"September 4th, 2012",2012,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,Green,"September 4th, 2013",m,1100,1100,1100
867,Arabica,armando luis pohlenz martinez,Mexico,CenterA,unknown,1550,2012,"August 30th, 2012",2012,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,Green,"August 30th, 2013",m,1550,1550,1550
868,Arabica,enrique eduardo lopez aguilar,Mexico,CenterA,santa cruz - pante dona graciela,1650,2012,"June 6th, 2012",2012,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,,"June 6th, 2013",m,1650,1650,1650
869,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2011,"December 22nd, 2011",2011,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,Green,"December 21st, 2012",m,1750,1750,1750
870,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,Mayo a Julio,"October 4th, 2011",2011,,,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,,"October 3rd, 2012",m,1600,1950,1775
871,Arabica,ipanema coffees,Brazil,SouthA,fazenda capoeirnha,890,2017 / 2018,"October 20th, 2017",2017,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,Green,"October 20th, 2018",m,890,890,890
872,Arabica,juan luis alvarado romero,Guatemala,CenterA,las merceditas,1700,2017,"August 22nd, 2017",2017,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,Green,"August 22nd, 2018",m,1700,1700,1700
873,Arabica,juan luis alvarado romero,Guatemala,CenterA,la esmeralda,4000,2017,"June 5th, 2017",2017,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,Green,"June 5th, 2018",ft,1219.2,1219.2,1219.2
874,Arabica,cadexsa,Honduras,CenterA,bethel,1450,2016,"May 2nd, 2016",2016,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,Blue-Green,"May 2nd, 2017",m,1450,1450,1450
875,Arabica,taylor winch (coffee) ltd.,"Tanzania, United Republic Of",Africa,ngima,1800,2016,"April 27th, 2016",2016,,,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,Green,"April 27th, 2017",m,1800,1800,1800
876,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,CenterA,santa matilde,,,"March 11th, 2016",2016,,,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,Green,"March 11th, 2017",m,NA,NA,NA
877,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,2016,"January 21st, 2016",2016,,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,,"January 20th, 2017",m,NA,NA,NA
878,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1,2015/2016,"October 8th, 2015",2015,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,Green,"October 7th, 2016",m,1,1,1
879,Arabica,dae ltd company,"Tanzania, United Republic Of",Africa,multiple,1200-1800m,2014,"January 2nd, 2015",2015,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,Green,"January 2nd, 2016",m,1200,1800,1500
880,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",Africa,ilomba 1,1700,2013,"December 15th, 2014",2014,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,Green,"December 15th, 2015",m,1700,1700,1700
881,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1260,2014/2015,"October 16th, 2014",2014,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,Green,"October 16th, 2015",m,1260,1260,1260
882,Arabica,chris finch,Indonesia,Asia,unknown,,2013,"May 23rd, 2014",2014,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,Bluish-Green,"May 23rd, 2015",m,NA,NA,NA
883,Arabica,,Honduras,CenterA,gran manzana y el aguacate,1400,2014,"May 16th, 2014",2014,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,Green,"May 16th, 2015",m,1400,1400,1400
884,Arabica,"ceca, s.a.",Costa Rica,CenterA,gamboa,1850,2013,"April 26th, 2014",2014,Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,Green,"April 26th, 2015",m,1850,1850,1850
885,Arabica,dane loraas,Mexico,CenterA,unknown,,2014,"April 2nd, 2014",2014,,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,Green,"April 2nd, 2015",m,NA,NA,NA
886,Arabica,cqi taiwan icp cqi,Taiwan,Asia,mu he zi coffee,150 m,2013/2014,"December 26th, 2013",2013,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,Green,"December 26th, 2014",m,150,150,150
887,Arabica,cqi taiwan icp cqi,Taiwan,Asia,guo xin ka fei ,750 m,2013/2014,"December 26th, 2013",2013,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,Green,"December 26th, 2014",m,750,750,750
888,Arabica,fredy gordillo reyes,Mexico,CenterA,union ramal santa cruz,1400,2013,"March 29th, 2013",2013,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,Green,"March 29th, 2014",m,1400,1400,1400
889,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca el morito,5500-6000 psnm,2012,"October 5th, 2012",2012,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,Green,"October 5th, 2013",ft,1676.4,1828.8,1752.6
890,Arabica,virginia gordillo gordillo,Mexico,CenterA,finca cafetalera la suiza,1650,2012,"September 11th, 2012",2012,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,Green,"September 11th, 2013",m,1650,1650,1650
891,Arabica,jose luis munoz guerrero,Mexico,CenterA,unknown,1400,2012,"August 30th, 2012",2012,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,Green,"August 30th, 2013",m,1400,1400,1400
892,Arabica,christina dusing,Mexico,CenterA,ucipa santa catarina,1200,2012,"July 27th, 2012",2012,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,Green,"July 27th, 2013",m,1200,1200,1200
893,Arabica,alfredo bojalil,Mexico,CenterA,finca nueva linda,1400,2012,"April 2nd, 2012",2012,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,Green,"April 2nd, 2013",m,1400,1400,1400
894,Arabica,miguel cortes moreno,Mexico,CenterA,sacn palma,940,2012,"February 29th, 2012",2012,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,Green,"February 28th, 2013",m,940,940,940
895,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"February 8th, 2012",2012,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,Green,"February 7th, 2013",ft,NA,NA,NA
896,Arabica,mdh,Honduras,CenterA,various,1200,2018,"January 19th, 2018",2018,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,Blue-Green,"January 19th, 2019",m,1200,1200,1200
897,Arabica,juan luis alvarado romero,Guatemala,CenterA,la esperanza,190164,2017,"June 1st, 2017",2017,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,Green,"June 1st, 2018",m,190164,190164,NA
898,Arabica,"lin, che-hao krude",Taiwan,Asia,baishengcun coffee,800,2016,"July 15th, 2016",2016,Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,Blue-Green,"July 15th, 2017",m,800,800,800
899,Arabica,"ceca, s.a.",Costa Rica,CenterA,cafetalera aquiares,1.3,2015,"February 3rd, 2015",2015,Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,Green,"February 3rd, 2016",m,13,13,13
900,Arabica,acacia hills ltd,"Tanzania, United Republic Of",Africa,acacia hills,1800,2014,"December 18th, 2014",2014,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,Green,"December 18th, 2015",m,1800,1800,1800
901,Arabica,afca,Malawi,Africa,kavuzi,1100m,2014,"October 31st, 2014",2014,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,Green,"October 31st, 2015",m,1100,1100,1100
902,Arabica,"lin, che-hao krude",Taiwan,Asia,jacob's estate,850 m,2014,"August 25th, 2014",2014,Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,,"August 25th, 2015",m,850,850,850
903,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1260,2013/2014,"November 6th, 2013",2013,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,Blue-Green,"November 6th, 2014",m,1260,1260,1260
904,Arabica,juan luis alvarado romero,Guatemala,CenterA,el morito,4300,2013,"July 16th, 2013",2013,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,Green,"July 16th, 2014",ft,1310.64,1310.64,1310.64
905,Arabica,fredy gordillo reyes,Mexico,CenterA,union ramal santa cruz,1400,2013,"March 29th, 2013",2013,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,Green,"March 29th, 2014",m,1400,1400,1400
906,Arabica,enrique eduardo lopez aguilar,Mexico,CenterA,las nubes - pante don jaime,1600,2012,"June 6th, 2012",2012,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,,"June 6th, 2013",m,1600,1600,1600
907,Arabica,enrique eduardo lopez aguilar,Mexico,CenterA,santa cruz - pante don jaime,1650,2012,"June 6th, 2012",2012,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,,"June 6th, 2013",m,1650,1650,1650
908,Arabica,doi chaang coffee company,Thailand,Asia,"doi chaang coffee original co.,ltd",4921ft,2011,"November 16th, 2011",2011,,,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,,"November 15th, 2012",ft,1499.9208,1499.9208,1499.9208
909,Arabica,doi tung development project,Thailand,Asia,doi tung development project,,2011,"August 16th, 2011",2011,,,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,,"August 15th, 2012",m,NA,NA,NA
910,Arabica,benjamin schmerler,Costa Rica,CenterA,unknown,4500-6000 feet,,"June 14th, 2011",2011,,,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,,"June 13th, 2012",ft,1371.6,1828.8,1600.2
911,Arabica,juan luis alvarado romero,Guatemala,CenterA,las delicias,4000,2017,"August 23rd, 2017",2017,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,Green,"August 23rd, 2018",ft,1219.2,1219.2,1219.2
912,Arabica,"exportadora atlantic, s.a.",Nicaragua,CenterA,finca las marias,1100,2017,"June 20th, 2017",2017,Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,Green,"June 20th, 2018",m,1100,1100,1100
913,Arabica,elsy reyes,Honduras,CenterA,las cuchillas,1400,2017,"June 3rd, 2017",2017,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,Green,"June 3rd, 2018",m,1400,1400,1400
914,Arabica,juan luis alvarado romero,Guatemala,CenterA,las delicias,,2017,"June 1st, 2017",2017,Bourbon,,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12,Green,"June 1st, 2018",m,NA,NA,NA
915,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,160-200m,2015,"September 17th, 2015",2015,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,Green,"September 16th, 2016",m,160,200,180
916,Arabica,genius coffee,Myanmar,Asia,mixed,4000 ft,2015,"July 17th, 2015",2015,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,Green,"July 16th, 2016",ft,1219.2,1219.2,1219.2
917,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,CenterA,several,1200 msm,2014,"January 7th, 2015",2015,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,Green,"January 7th, 2016",m,1200,1200,1200
918,Arabica,afca,Malawi,Africa,chinongo,1599m,2014,"November 4th, 2014",2014,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,Green,"November 4th, 2015",m,1599,1599,1599
919,Arabica,juan luis alvarado romero,Guatemala,CenterA,various,4000 psnm,2014,"September 23rd, 2014",2014,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,Green,"September 23rd, 2015",ft,1219.2,1219.2,1219.2
920,Arabica,"lin, che-hao krude",Taiwan,Asia,good mood coffee,900 m,2014,"August 18th, 2014",2014,Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11,Blue-Green,"August 18th, 2015",m,900,900,900
921,Arabica,jacques pereira carneiro,Brazil,SouthA,pereira estate coffee,1200,2014,"July 29th, 2014",2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,Green,"July 29th, 2015",m,1200,1200,1200
922,Arabica,myriam kaplan-pasternak,Haiti,CenterA,mixed,400-1250m,2013,"May 5th, 2014",2014,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,Bluish-Green,"May 5th, 2015",m,400,1250,825
923,Arabica,cqi taiwan icp cqi,Taiwan,Asia,xu yuan zhang,600 m,2013/2014,"December 26th, 2013",2013,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,Green,"December 26th, 2014",m,600,600,600
924,Arabica,alfredo bojalil,Mexico,CenterA,nueva linda,1150,2013,"March 11th, 2013",2013,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,Green,"March 11th, 2014",m,1150,1150,1150
925,Arabica,alfredo bojalil,Mexico,CenterA,productor independiente guadalupe victoria,1600,2012,"August 30th, 2012",2012,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,Green,"August 30th, 2013",m,1600,1600,1600
926,Arabica,jose luis munoz guerrero,Mexico,CenterA,santa maria temaxcalapa,1100,2012,"August 29th, 2012",2012,Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,Green,"August 29th, 2013",m,1100,1100,1100
927,Arabica,jose luis munoz guerrero,Mexico,CenterA,canoa manzanillo,1000,2012,"August 1st, 2012",2012,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,Green,"August 1st, 2013",m,1000,1000,1000
928,Arabica,tomas edelmann blass,Mexico,CenterA,hamburgo 7 arroyos,1250,2012,"July 26th, 2012",2012,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,Green,"July 26th, 2013",m,1250,1250,1250
929,Arabica,maria de la paz aguilar guillen,Mexico,CenterA,el romance azul,1100,2012,"July 26th, 2012",2012,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,Green,"July 26th, 2013",m,1100,1100,1100
930,Arabica,specialty coffee association of indonesia,Indonesia,Asia,"ijen highland, east java",1200-1600masl,2012,"May 24th, 2012",2012,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,Green,"May 24th, 2013",m,1200,1600,1400
931,Arabica,jacques pereira carneiro,Brazil,SouthA,sertao,1.25,2012,"April 12th, 2012",2012,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,Blue-Green,"April 12th, 2013",m,125,125,125
932,Arabica,juan luis alvarado romero,Guatemala,CenterA,chiquimulja / alpha cafe / senfro,,2012,"January 25th, 2012",2012,Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,Green,"January 24th, 2013",m,NA,NA,NA
933,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,1050 - 1850,Abril - Julio,"September 7th, 2011",2011,,,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,,"September 6th, 2012",m,1050,1850,1450
934,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,,"June 29th, 2010",2010,,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0,,"June 29th, 2011",ft,NA,NA,NA
935,Arabica,cafes tomari sa de cv,Mexico,CenterA,cafetal,1100,2017,"May 12th, 2017",2017,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,Green,"May 12th, 2018",m,1100,1100,1100
